id,pubmed_id,bibliography,is_bibliography
179,23295293,"Guaragna MS,Lutaif AC,Bittencourt VB,Piveta CS,Soardi FC,Castro LC,Belangero VM,Maciel-Guerra AT,Guerra-Junior G,Mello MP. Frasier syndrome: four new cases with unusual presentations. Arq Bras Endocrinol Metabol.. 2012;56(8):525-32.",1
180,23322652,"Jain-Ghai S,Cameron JM,Al Maawali A,Blaser S,MacKay N,Robinson B,Raiman J. Complex II deficiency--a case report and review of the literature. Am J Med Genet A.. 2013;161A(2):285-94.",1
181,23334666,"Pugh TJ,Morozova O,Attiyeh EF,Asgharzadeh S,Wei JS,Auclair D,Carter SL,Cibulskis K,Hanna M,Kiezun A,Kim J,Lawrence MS,Lichenstein L,McKenna A,Pedamallu CS,Ramos AH,Shefler E,Sivachenko A,Sougnez C,Stewart C,Ally A,Birol I,Chiu R,Corbett RD,Hirst M,Jackman SD,Kamoh B,Khodabakshi AH,Krzywinski M,Lo A,Moore RA,Mungall KL,Qian J,Tam A,Thiessen N,Zhao Y,Cole KA,Diamond M,Diskin SJ,Mosse YP,Wood AC,Ji L,Sposto R,Badgett T,London WB,Moyer Y,Gastier-Foster JM,Smith MA,Guidry Auvil JM,Gerhard DS,Hogarty MD,Jones SJ,Lander ES,Gabriel SB,Getz G,Seeger RC,Khan J,Marra MA,Meyerson M,Maris JM. The genetic landscape of high-risk neuroblastoma. Nat Genet.. 2013;45(3):279-84.",1
182,23335200,"Vogiatzi P,Perdigones N,Mason PJ,Wilson DB,Bessler M. A family with Hoyeraal-Hreidarsson syndrome and four variants in two genes of the telomerase core complex. Pediatr Blood Cancer.. 2013;60(6):E4-6.",1
183,23377182,"Smith MJ,O'Sullivan J,Bhaskar SS,Hadfield KD,Poke G,Caird J,Sharif S,Eccles D,Fitzpatrick D,Rawluk D,du Plessis D,Newman WG,Evans DG. Loss-of-function mutations in SMARCE1 cause an inherited disorder of multiple spinal meningiomas. Nat Genet.. 2013;45(3):295-8.",1
184,23380224,"Demierre N,Zoete V,Michielin O,Stauffer E,Zimmermann DR,Betticher DC,Peters S. A dramatic lung cancer course in a patient with a rare EGFR germline mutation exon 21 V843I: Is EGFR TKI resistance predictable? Lung Cancer.. 2013;80(1):81-4.",1
185,23384855,"Puntervoll HE,Yang XR,Vetti HH,Bachmann IM,Avril MF,Benfodda M,CatricalÃ  C,Dalle S,Duval-Modeste AB,Ghiorzo P,Grammatico P,Harland M,Hayward NK,Hu HH,Jouary T,Martin-Denavit T,Ozola A,Palmer JM,Pastorino L,Pjanova D,Soufir N,Steine SJ,Stratigos AJ,Thomas L,Tinat J,Tsao H,Veinalde R,Tucker MA,Bressac-de Paillerets B,Newton-Bishop JA,Goldstein AM,Akslen LA,Molven A. Melanoma prone families with CDK4 germline mutation: phenotypic profile and associations with MC1R variants. J Med Genet.. 2013;50(4):264-70.",1
186,23401320,"Plotkin SR,Blakeley JO,Evans DG,Hanemann CO,Hulsebos TJ,Hunter-Schaedle K,Kalpana GV,Korf B,Messiaen L,Papi L,Ratner N,Sherman LS,Smith MJ,Stemmer-Rachamimov AO,Vitte J,Giovannini M. Update from the 2011 International Schwannomatosis Workshop: From genetics to diagnostic criteria. Am J Med Genet A.. 2013;161A(3):405-16.",1
187,23409019,"Gracia-Aznarez FJ,Fernandez V,Pita G,Peterlongo P,Dominguez O,de la Hoya M,Duran M,Osorio A,Moreno L,Gonzalez-Neira A,Rosa-Rosa JM,Sinilnikova O,Mazoyer S,Hopper J,Lazaro C,Southey M,Odefrey F,Manoukian S,Catucci I,Caldes T,Lynch HT,Hilbers FS,van Asperen CJ,Vasen HF,Goldgar D,Radice P,Devilee P,Benitez J. Whole exome sequencing suggests much of non-BRCA1/BRCA2 familial breast cancer is due to moderate and low penetrance susceptibility alleles. PLoS One.. 2013;8(2):e55681.",1
188,23465774,"Rand CM,Patwari PP,Carroll MS,Weese-Mayer DE. Congenital central hypoventilation syndrome and sudden infant death syndrome: disorders of autonomic regulation. Semin Pediatr Neurol.. 2013;20(1):44-55.",1
189,23613427,"Morris MR,Astuti D,Maher ER. Perlman syndrome: overgrowth, Wilms tumor predisposition and DIS3L2. Am J Med Genet C Semin Med Genet.. 2013;163C(2):106-13.",1
190,23648119,"Bachet JB,Landi B,Laurent-Puig P,Italiano A,Le Cesne A,LÃ©vy P,Safar V,Duffaud F,Blay JY,Emile JF. Diagnosis, prognosis and treatment of patients with gastrointestinal stromal tumour (GIST) and germline mutation of KIT exon 13. Eur J Cancer.. 2013;49(11):2531-41.",1
191,23652375,"Huijts PE,Hollestelle A,Balliu B,Houwing-Duistermaat JJ,Meijers CM,Blom JC,Ozturk B,Krol-Warmerdam EM,Wijnen J,Berns EM,Martens JW,Seynaeve C,Kiemeney LA,van der Heijden HF,Tollenaar RA,Devilee P,van Asperen CJ. CHEK2*1100delC homozygosity in the Netherlands--prevalence and risk of breast and lung cancer. Eur J Hum Genet.. 2014;22(1):46-51.",1
192,23666964,"Rattenberry E,Vialard L,Yeung A,Bair H,McKay K,Jafri M,Canham N,Cole TR,Denes J,Hodgson SV,Irving R,Izatt L,Korbonits M,Kumar AV,Lalloo F,Morrison PJ,Woodward ER,Macdonald F,Wallis Y,Maher ER. A comprehensive next generation sequencing-based genetic testing strategy to improve diagnosis of inherited pheochromocytoma and paraganglioma. J Clin Endocrinol Metab.. 2013;98(7):E1248-56.",1
193,23684012,"Popova T,Hebert L,Jacquemin V,Gad S,Caux-Moncoutier V,Dubois-d'Enghien C,Richaudeau B,Renaudin X,Sellers J,Nicolas A,Sastre-Garau X,Desjardins L,Gyapay G,Raynal V,Sinilnikova OM,Andrieu N,ManiÃ© E,de Pauw A,Gesta P,Bonadona V,Maugard CM,Penet C,Avril MF,Barillot E,Cabaret O,Delattre O,Richard S,Caron O,Benfodda M,Hu HH,Soufir N,Bressac-de Paillerets B,Stoppa-Lyonnet D,Stern MH. Germline BAP1 mutations predispose to renal cell carcinomas. Am J Hum Genet.. 2013;92(6):974-80.",1
194,23713947,"Han FF,Guo CL,Liu LH. The effect of CHEK2 variant I157T on cancer susceptibility: evidence from a meta-analysis. DNA Cell Biol.. 2013;32(6):329-35.",1
195,23733342,"Franke K,Gassmann M,Wielockx B. Erythrocytosis: the HIF pathway in control. Blood.. 2013;122(7):1122-8.",1
196,23765759,"Zhang G,Zeng Y,Liu Z,Wei W. Significant association between Nijmegen breakage syndrome 1 657del5 polymorphism and breast cancer risk. Tumour Biol.. 2013;34(5):2753-7.",1
197,23770608,"Weedon MN,Ellard S,Prindle MJ,Caswell R,Lango Allen H,Oram R,Godbole K,Yajnik CS,Sbraccia P,Novelli G,Turnpenny P,McCann E,Goh KJ,Wang Y,Fulford J,McCulloch LJ,Savage DB,O'Rahilly S,Kos K,Loeb LA,Semple RK,Hattersley AT. An in-frame deletion at the polymerase active site of POLD1 causes a multisystem disorder with lipodystrophy. Nat Genet.. 2013;45(8):947-50.",1
198,23929686,"Santen GW,Aten E,Vulto-van Silfhout AT,Pottinger C,van Bon BW,van Minderhout IJ,Snowdowne R,van der Lans CA,Boogaard M,Linssen MM,Vijfhuizen L,van der Wielen MJ,Vollebregt MJ, ,Breuning MH,Kriek M,van Haeringen A,den Dunnen JT,Hoischen A,Clayton-Smith J,de Vries BB,Hennekam RC,van Belzen MJ. Coffin-Siris syndrome and the BAF complex: genotype-phenotype study in 63 patients. Hum Mutat.. 2013;34(11):1519-28.",1
199,23933118,"ValidYN,LastName,ForeName,Initials,AffiliationInfo. Multiple endocrine neoplasia type 1 (MEN1) and type 4 (MEN4). Mol Cell Endocrinol.. 2014;386(1-2):2-15.",1
200,24098681,"Hamajima N,Johmura Y,Suzuki S,Nakanishi M,Saitoh S. Increased protein stability of CDKN1C causes a gain-of-function phenotype in patients with IMAGe syndrome. PLoS One.. 2013;8(9):e75137.",1
201,24115288,"Bento C,Percy MJ,Gardie B,Maia TM,van Wijk R,Perrotta S,Della Ragione F,Almeida H,Rossi C,Girodon F,AstrÃ¶m M,Neumann D,Schnittger S,Landin B,Minkov M,Randi ML,Richard S,Casadevall N,Vainchenker W,Rives S,Hermouet S,Ribeiro ML,McMullin MF,Cario H, ,Chauveau A,Gimenez-Roqueplo AP,Bressac-de-Paillerets B,Altindirek D,Lorenzo F,Lambert F,Dan H,Gad-Lapiteau S,Catarina Oliveira A,Rossi C,Fraga C,Taradin G,Martin-NuÃ±ez G,VitÃ³ria H,Diaz Aguado H,Palmblad J,VidÃ¡n J,Relvas L,Ribeiro ML,Luigi Larocca M,Luigia Randi M,Pedro Silveira M,Percy M,Gross M,Marques da Costa R,Beshara S,Ben-Ami T,Ugo V, . Genetic basis of congenital erythrocytosis: mutation update and online databases. Hum Mutat.. 2014;35(1):15-26.",1
202,24115482,"Villarreal DD,Villarreal H,Paez AM,Peppas D,Lynch J,Roeder E,Powers GC. A patient with a unique frameshift mutation in GPC3, causing Simpson-Golabi-Behmel syndrome, presenting with craniosynostosis, penoscrotal hypospadias, and a large prostatic utricle. Am J Med Genet A.. 2013;161A(12):3121-5.",1
203,24335096,"Brioude F,Lacoste A,Netchine I,Vazquez MP,Auber F,Audry G,Gauthier-Villars M,Brugieres L,Gicquel C,Le Bouc Y,Rossignol S. Beckwith-Wiedemann syndrome: growth pattern and tumor risk according to molecular mechanism, and guidelines for tumor surveillance. Horm Res Paediatr.. 2013;80(6):457-65.",1
204,24357598,"Ekvall S,SjÃ¶rs K,Jonzon A,Vihinen M,AnnerÃ©n G,Bondeson ML. Novel association of neurofibromatosis type 1-causing mutations in families with neurofibromatosis-Noonan syndrome. Am J Med Genet A.. 2014;164A(3):579-87.",1
205,24360807,"Akizu N,Silhavy JL,Rosti RO,Scott E,Fenstermaker AG,Schroth J,Zaki MS,Sanchez H,Gupta N,Kabra M,Kara M,Ben-Omran T,Rosti B,Guemez-Gamboa A,Spencer E,Pan R,Cai N,Abdellateef M,Gabriel S,Halbritter J,Hildebrandt F,van Bokhoven H,Gunel M,Gleeson JG. Mutations in CSPP1 lead to classical Joubert syndrome. Am J Hum Genet.. 2014;94(1):80-6.",1
206,24362817,"Piotrowski A,Xie J,Liu YF,Poplawski AB,Gomes AR,Madanecki P,Fu C,Crowley MR,Crossman DK,Armstrong L,Babovic-Vuksanovic D,Bergner A,Blakeley JO,Blumenthal AL,Daniels MS,Feit H,Gardner K,Hurst S,Kobelka C,Lee C,Nagy R,Rauen KA,Slopis JM,Suwannarat P,Westman JA,Zanko A,Korf BR,Messiaen LM. Germline loss-of-function mutations in LZTR1 predispose to an inherited disorder of multiple schwannomas. Nat Genet.. 2014;46(2):182-7.",1
207,24367056,"Jackson CB,Nuoffer JM,Hahn D,Prokisch H,Haberberger B,Gautschi M,HÃ¤berli A,Gallati S,Schaller A. Mutations in SDHD lead to autosomal recessive encephalomyopathy and isolated mitochondrial complex II deficiency. J Med Genet.. 2014;51(3):170-5.",1
208,24401204,"Oshima J,Hisama FM. Search and insights into novel genetic alterations leading to classical and atypical Werner syndrome. Gerontology.. 2014;60(3):239-46.",1
209,24424121,"Michot C,Le Goff C,Mahaut C,Afenjar A,Brooks AS,Campeau PM,Destree A,Di Rocco M,Donnai D,Hennekam R,Heron D,Jacquemont S,Kannu P,Lin AE,Manouvrier-Hanu S,Mansour S,Marlin S,McGowan R,Murphy H,Raas-Rothschild A,Rio M,Simon M,Stolte-Dijkstra I,Stone JR,Sznajer Y,Tolmie J,Touraine R,van den Ende J,Van der Aa N,van Essen T,Verloes A,Munnich A,Cormier-Daire V. Myhre and LAPS syndromes: clinical and molecular review of 32 patients. Eur J Hum Genet.. 2014;22(11):1272-7.",1
210,24444654,"Win AK,Dowty JG,Cleary SP,Kim H,Buchanan DD,Young JP,Clendenning M,Rosty C,MacInnis RJ,Giles GG,Boussioutas A,Macrae FA,Parry S,Goldblatt J,Baron JA,Burnett T,Le Marchand L,Newcomb PA,Haile RW,Hopper JL,Cotterchio M,Gallinger S,Lindor NM,Tucker KM,Winship IM,Jenkins MA. Risk of colorectal cancer for carriers of mutations in MUTYH, with and without a family history of cancer. Gastroenterology.. 2014;146(5):1208-11.e1-5.",1
211,24451042,"Lepri FR,Scavelli R,Digilio MC,Gnazzo M,Grotta S,Dentici ML,Pisaneschi E,Sirleto P,Capolino R,Baban A,Russo S,Franchin T,Angioni A,Dallapiccola B. Diagnosis of Noonan syndrome and related disorders using target next generation sequencing. BMC Med Genet.. 2014;15():14.",1
212,24501277,"Valle L,HernÃ¡ndez-IllÃ¡n E,Bellido F,Aiza G,Castillejo A,Castillejo MI,Navarro M,SeguÃ­ N,Vargas G,Guarinos C,Juarez M,SanjuÃ¡n X,Iglesias S,Alenda C,Egoavil C,Segura Ã,Juan MJ,Rodriguez-Soler M,Brunet J,GonzÃ¡lez S,Jover R,LÃ¡zaro C,CapellÃ¡ G,Pineda M,Soto JL,Blanco I. New insights into POLE and POLD1 germline mutations in familial colorectal cancer and polyposis. Hum Mol Genet.. 2014;23(13):3506-12.",1
213,24549055,"CastÃ©ra L,Krieger S,Rousselin A,Legros A,Baumann JJ,Bruet O,Brault B,Fouillet R,Goardon N,Letac O,Baert-Desurmont S,Tinat J,Bera O,Dugast C,Berthet P,Polycarpe F,Layet V,Hardouin A,FrÃ©bourg T,Vaur D. Next-generation sequencing for the diagnosis of hereditary breast and ovarian cancer using genomic capture targeting multiple candidate genes. Eur J Hum Genet.. 2014;22(11):1305-13.",1
214,24658001,"Ramos P,Karnezis AN,Craig DW,Sekulic A,Russell ML,Hendricks WP,Corneveaux JJ,Barrett MT,Shumansky K,Yang Y,Shah SP,Prentice LM,Marra MA,Kiefer J,Zismann VL,McEachron TA,Salhia B,Prat J,D'Angelo E,Clarke BA,Pressey JG,Farley JH,Anthony SP,Roden RB,Cunliffe HE,Huntsman DG,Trent JM. Small cell carcinoma of the ovary, hypercalcemic type, displays frequent inactivating germline and somatic mutations in SMARCA4. Nat Genet.. 2014;46(5):427-9.",1
215,24658002,"Witkowski L,Carrot-Zhang J,Albrecht S,Fahiminiya S,Hamel N,Tomiak E,Grynspan D,Saloustros E,Nadaf J,Rivera B,Gilpin C,CastellsaguÃ© E,Silva-Smith R,Plourde F,Wu M,Saskin A,Arseneault M,Karabakhtsian RG,Reilly EA,Ueland FR,Margiolaki A,Pavlakis K,Castellino SM,Lamovec J,Mackay HJ,Roth LM,Ulbright TM,Bender TA,Georgoulias V,Longy M,Berchuck A,Tischkowitz M,Nagel I,Siebert R,Stewart CJ,Arseneau J,McCluggage WG,Clarke BA,Riazalhosseini Y,Hasselblatt M,Majewski J,Foulkes WD. Germline and somatic SMARCA4 mutations characterize small cell carcinoma of the ovary, hypercalcemic type. Nat Genet.. 2014;46(5):438-43.",1
216,24686846,"Shi J,Yang XR,Ballew B,Rotunno M,Calista D,Fargnoli MC,Ghiorzo P,Bressac-de Paillerets B,Nagore E,Avril MF,Caporaso NE,McMaster ML,Cullen M,Wang Z,Zhang X, , , ,Bruno W,Pastorino L,Queirolo P,Banuls-Roca J,Garcia-Casado Z,Vaysse A,Mohamdi H,Riazalhosseini Y,Foglio M,Jouenne F,Hua X,Hyland PL,Yin J,Vallabhaneni H,Chai W,Minghetti P,Pellegrini C,Ravichandran S,Eggermont A,Lathrop M,Peris K,Scarra GB,Landi G,Savage SA,Sampson JN,He J,Yeager M,Goldin LR,Demenais F,Chanock SJ,Tucker MA,Goldstein AM,Liu Y,Landi MT. Rare missense variants in POT1 predispose to familial cutaneous malignant melanoma. Nat Genet.. 2014;46(5):482-6.",1
217,24686849,"Robles-Espinoza CD,Harland M,Ramsay AJ,Aoude LG,Quesada V,Ding Z,Pooley KA,Pritchard AL,Tiffen JC,Petljak M,Palmer JM,Symmons J,Johansson P,Stark MS,Gartside MG,Snowden H,Montgomery GW,Martin NG,Liu JZ,Choi J,Makowski M,Brown KM,Dunning AM,Keane TM,LÃ³pez-OtÃ­n C,Gruis NA,Hayward NK,Bishop DT,Newton-Bishop JA,Adams DJ. POT1 loss-of-function variants predispose to familial melanoma. Nat Genet.. 2014;46(5):478-481.",1
218,24691054,"Campbell P,Morton PE,Takeichi T,Salam A,Roberts N,Proudfoot LE,Mellerio JE,Aminu K,Wellington C,Patil SN,Akiyama M,Liu L,McMillan JR,Aristodemou S,Ishida-Yamamoto A,Abdul-Wahab A,Petrof G,Fong K,Harnchoowong S,Stone KL,Harper JI,Irwin McLean WH,Simpson MA,Parsons M,McGrath JA. Epithelial inflammation resulting from an inherited loss-of-function mutation in EGFR. J Invest Dermatol.. 2014;134(10):2570-2578.",1
219,24694336,"Welander J,Andreasson A,Juhlin CC,Wiseman RW,BÃ¤ckdahl M,HÃ¶Ã¶g A,Larsson C,Gimm O,SÃ¶derkvist P. Rare germline mutations identified by targeted next-generation sequencing of susceptibility genes in pheochromocytoma and paraganglioma. J Clin Endocrinol Metab.. 2014;99(7):E1352-60.",1
220,24715504,"Caputo V,Bocchinfuso G,Castori M,Traversa A,Pizzuti A,Stella L,Grammatico P,Tartaglia M. Novel SMAD4 mutation causing Myhre syndrome. Am J Med Genet A.. 2014;164A(7):1835-40.",1
221,24724714,"Choi JW,Lee JY,Phi JH,Wang KC,Chung HT,Paek SH,Kim DG,Park SH,Kim SK. Clinical course of vestibular schwannoma in pediatric neurofibromatosis Type 2. J Neurosurg Pediatr.. 2014;13(6):650-7.",1
222,24736066,"Gazdar A,Robinson L,Oliver D,Xing C,Travis WD,Soh J,Toyooka S,Watumull L,Xie Y,Kernstine K,Schiller JH. Hereditary lung cancer syndrome targets never smokers with germline EGFR gene T790M mutations. J Thorac Oncol.. 2014;9(4):456-63.",1
223,24736080,"Yu HA,Arcila ME,Harlan Fleischut M,Stadler Z,Ladanyi M,Berger MF,Robson M,Riely GJ. Germline EGFR T790M mutation found in multiple members of a familial cohort. J Thorac Oncol.. 2014;9(4):554-8.",1
224,24886695,"Miettinen M,Lasota J. Succinate dehydrogenase deficient gastrointestinal stromal tumors (GISTs) - a review. Int J Biochem Cell Biol.. 2014;53():514-9.",1
225,24894818,"Damiola F,Pertesi M,Oliver J,Le Calvez-Kelm F,Voegele C,Young EL,Robinot N,Forey N,Durand G,VallÃ©e MP,Tao K,Roane TC,Williams GJ,Hopper JL,Southey MC,Andrulis IL,John EM,Goldgar DE,Lesueur F,Tavtigian SV. Rare key functional domain missense substitutions in MRE11A, RAD50, and NBN contribute to breast cancer susceptibility: results from a Breast Cancer Family Registry case-control mutation-screening study. Breast Cancer Res.. 2014;16(3):R58.",1
226,24899893,"Martins R,Bugalho MJ. Paragangliomas/Pheochromocytomas: clinically oriented genetic testing. Int J Endocrinol.. 2014;2014():794187.",1
227,24911853,"Gizewska M,Wilk M,Patalan M,Mackay D,Peregud-Pegorzelski J,Gawrych E,Walczak M,Petriczko E,Brodkiewicz A. The significance of molecular studies in the long-term follow-up of children with beckwith- wiedemann syndrome. Turk J Pediatr.. 2014;56(2):177-82.",1
228,24933152,"Smith MJ,Wallace AJ,Bowers NL,Eaton H,Evans DG. SMARCB1 mutations in schwannomatosis and genotype correlations with rhabdoid tumors. Cancer Genet.. 2014;207(9):373-8.",1
229,24935963,"Helgadottir H,HÃ¶iom V,JÃ¶nsson G,Tuominen R,Ingvar C,Borg A,Olsson H,Hansson J. High risk of tobacco-related cancers in CDKN2A mutation-positive melanoma families. J Med Genet.. 2014;51(8):545-52.",1
230,24941021,"Nieminen TT,O'Donohue MF,Wu Y,Lohi H,Scherer SW,Paterson AD,Ellonen P,Abdel-Rahman WM,Valo S,Mecklin JP,JÃ¤rvinen HJ,Gleizes PE,PeltomÃ¤ki P. Germline mutation of RPS20, encoding a ribosomal protein, causes predisposition to hereditary nonpolyposis colorectal carcinoma without DNA mismatch repair deficiency. Gastroenterology.. 2014;147(3):595-598.e5.",1
231,24960165,"Smeets MF,DeLuca E,Wall M,Quach JM,Chalk AM,Deans AJ,Heierhorst J,Purton LE,Izon DJ,Walkley CR. The Rothmund-Thomson syndrome helicase RECQL4 is essential for hematopoiesis. J Clin Invest.. 2014;124(8):3551-65.",1
232,25050558,"Park DJ,Tao K,Le Calvez-Kelm F,Nguyen-Dumont T,Robinot N,Hammet F,Odefrey F,Tsimiklis H,Teo ZL,Thingholm LB,Young EL,Voegele C,Lonie A,Pope BJ,Roane TC,Bell R,Hu H,Shankaracharya ,Huff CD,Ellis J,Li J,Makunin IV,John EM,Andrulis IL,Terry MB,Daly M,Buys SS,Snyder C,Lynch HT,Devilee P,Giles GG,Hopper JL,Feng BJ,Lesueur F,Tavtigian SV,Southey MC,Goldgar DE. Rare mutations in RINT1 predispose carriers to breast and Lynch syndrome-spectrum cancers. Cancer Discov.. 2014;4(7):804-15.",1
233,25099575,"Antoniou AC,Casadei S,Heikkinen T,Barrowdale D,PylkÃ¤s K,Roberts J,Lee A,Subramanian D,De Leeneer K,Fostira F,Tomiak E,Neuhausen SL,Teo ZL,Khan S,AittomÃ¤ki K,Moilanen JS,Turnbull C,Seal S,Mannermaa A,Kallioniemi A,Lindeman GJ,Buys SS,Andrulis IL,Radice P,Tondini C,Manoukian S,Toland AE,Miron P,Weitzel JN,Domchek SM,Poppe B,Claes KB,Yannoukakos D,Concannon P,Bernstein JL,James PA,Easton DF,Goldgar DE,Hopper JL,Rahman N,Peterlongo P,Nevanlinna H,King MC,Couch FJ,Southey MC,Winqvist R,Foulkes WD,Tischkowitz M. Breast-cancer risk in families with mutations in PALB2. N Engl J Med.. 2014;371(6):497-506.",1
234,25131834,"Pelosini C,Martinelli S,Ceccarini G,Magno S,Barone I,Basolo A,Fierabracci P,Vitti P,Maffei M,Santini F. Identification of a novel mutation in the polymerase delta 1 (POLD1) gene in a lipodystrophic patient affected by mandibular hypoplasia, deafness, progeroid features (MDPL) syndrome. Metabolism.. 2014;63(11):1385-9.",1
235,25143307,"Smith MJ,Wallace AJ,Bennett C,Hasselblatt M,Elert-Dobkowska E,Evans LT,Hickey WF,van Hoff J,Bauer D,Lee A,Hevner RF,Beetz C,du Plessis D,Kilday JP,Newman WG,Evans DG. Germline SMARCE1 mutations predispose to both spinal and cranial clear cell meningiomas. J Pathol.. 2014;234(4):436-40.",1
236,25168959,"Kosho T,Okamoto N, . Genotype-phenotype correlation of Coffin-Siris syndrome caused by mutations in SMARCB1, SMARCA4, SMARCE1, and ARID1A. Am J Med Genet C Semin Med Genet.. 2014;166C(3):262-75.",1
237,25169878,"Kosho T,Miyake N,Carey JC. Coffin-Siris syndrome and related disorders involving components of the BAF (mSWI/SNF) complex: historical review and recent advances using next generation sequencing. Am J Med Genet C Semin Med Genet.. 2014;166C(3):241-51.",1
238,25170203,"Becker AE,Hernandez YG,Frucht H,Lucas AL. Pancreatic ductal adenocarcinoma: risk factors, screening, and early detection. World J Gastroenterol.. 2014;20(32):11182-98.",1
239,25170286,"FernÃ¡ndez GarcÃ­a MS,Teruya-Feldstein J. The diagnosis and treatment of dyskeratosis congenita: a review. J Blood Med.. 2014;5():157-67.",1
240,25176975,"Prim N,Legrain M,Guerin E,Mennecier B,Weingertner N,Voegeli AC,Guenot D,Maugard CM,Quoix AE,Beau-Faller M. Germ-line exon 21 EGFR mutations, V843I and P848L, in nonsmall cell lung cancer patients. Eur Respir Rev.. 2014;23(133):390-2.",1
241,25237198,"Townsley DM,Dumitriu B,Young NS. Bone marrow failure and the telomeropathies. Blood.. 2014;124(18):2775-83.",1
242,25238977,"Tenorio J,Arias P,MartÃ­nez-Glez V,Santos F,GarcÃ­a-MiÃ±aur S,Nevado J,Lapunzina P. Simpson-Golabi-Behmel syndrome types I and II. Orphanet J Rare Dis.. 2014;9():138.",1
243,25252913,"Kunze K,Spieker T,Gamerdinger U,Nau K,Berger J,Dreyer T,Sindermann JR,Hoffmeier A,GattenlÃ¶hner S,BrÃ¤uninger A. A recurrent activating PLCG1 mutation in cardiac angiosarcomas increases apoptosis resistance and invasiveness of endothelial cells. Cancer Res.. 2014;74(21):6173-83.",1
244,25288137,"Frazier TW,Embacher R,Tilot AK,Koenig K,Mester J,Eng C. Molecular and phenotypic abnormalities in individuals with germline heterozygous PTEN mutations and autism. Mol Psychiatry.. 2015;20(9):1132-8.",1
245,25288723,"Kiiski JI,Pelttari LM,Khan S,Freysteinsdottir ES,Reynisdottir I,Hart SN,Shimelis H,Vilske S,Kallioniemi A,Schleutker J,Leminen A,BÃ¼tzow R,Blomqvist C,Barkardottir RB,Couch FJ,AittomÃ¤ki K,Nevanlinna H. Exome sequencing identifies FANCM as a susceptibility gene for triple-negative breast cancer. Proc Natl Acad Sci U S A.. 2014;111(42):15172-7.",1
246,25300370,"Bayley JP,Oldenburg RA,Nuk J,Hoekstra AS,van der Meer CA,Korpershoek E,McGillivray B,Corssmit EP,Dinjens WN,de Krijger RR,Devilee P,Jansen JC,Hes FJ. Paraganglioma and pheochromocytoma upon maternal transmission of SDHD mutations. BMC Med Genet.. 2014;15():111.",1
247,25403219,"Smith MJ,Beetz C,Williams SG,Bhaskar SS,O'Sullivan J,Anderson B,Daly SB,Urquhart JE,Bholah Z,Oudit D,Cheesman E,Kelsey A,McCabe MG,Newman WG,Evans DG. Germline mutations in SUFU cause Gorlin syndrome-associated childhood medulloblastoma and redefine the risk associated with PTCH1 mutations. J Clin Oncol.. 2014;32(36):4155-61.",1
248,25426838,"Genovese G,KÃ¤hler AK,Handsaker RE,Lindberg J,Rose SA,Bakhoum SF,Chambert K,Mick E,Neale BM,Fromer M,Purcell SM,Svantesson O,LandÃ©n M,HÃ¶glund M,Lehmann S,Gabriel SB,Moran JL,Lander ES,Sullivan PF,Sklar P,GrÃ¶nberg H,Hultman CM,McCarroll SA. Clonal hematopoiesis and blood-cancer risk inferred from blood DNA sequence. N Engl J Med.. 2014;371(26):2477-87.",1
249,25431674,"Hale V,Weischer M,Park JY. CHEK2 (âˆ—) 1100delC Mutation and Risk of Prostate Cancer. Prostate Cancer.. 2014;2014():294575.",1
250,25452441,"Couch FJ,Hart SN,Sharma P,Toland AE,Wang X,Miron P,Olson JE,Godwin AK,Pankratz VS,Olswold C,Slettedahl S,Hallberg E,Guidugli L,Davila JI,Beckmann MW,Janni W,Rack B,Ekici AB,Slamon DJ,Konstantopoulou I,Fostira F,Vratimos A,Fountzilas G,Pelttari LM,Tapper WJ,Durcan L,Cross SS,Pilarski R,Shapiro CL,Klemp J,Yao S,Garber J,Cox A,Brauch H,Ambrosone C,Nevanlinna H,Yannoukakos D,Slager SL,Vachon CM,Eccles DM,Fasching PA. Inherited mutations in 17 breast cancer susceptibility genes among a large triple-negative breast cancer cohort unselected for family history of breast cancer. J Clin Oncol.. 2015;33(4):304-11.",1
251,25480913,"Smith MJ,Isidor B,Beetz C,Williams SG,Bhaskar SS,Richer W,O'Sullivan J,Anderson B,Daly SB,Urquhart JE,Fryer A,Rustad CF,Mills SJ,Samii A,du Plessis D,Halliday D,Barbarot S,Bourdeaut F,Newman WG,Evans DG. Mutations in LZTR1 add to the complex heterogeneity of schwannomatosis. Neurology.. 2015;84(2):141-7.",1
252,25482530,"Bainbridge MN,Armstrong GN,Gramatges MM,Bertuch AA,Jhangiani SN,Doddapaneni H,Lewis L,Tombrello J,Tsavachidis S,Liu Y,Jalali A,Plon SE,Lau CC,Parsons DW,Claus EB,Barnholtz-Sloan J,Il'yasova D,Schildkraut J,Ali-Osman F,Sadetzki S,Johansen C,Houlston RS,Jenkins RB,Lachance D,Olson SH,Bernstein JL,Merrell RT,Wrensch MR,Walsh KM,Davis FG,Lai R,Shete S,Aldape K,Amos CI,Thompson PA,Muzny DM,Gibbs RA,Melin BS,Bondy ML, . Germline mutations in shelterin complex genes are associated with familial glioma. J Natl Cancer Inst.. 2015;107(1):384.",1
