NCCN_OriginalID,Gene,Variant,Organ_System,Gender,Modality,OriginalAction,GuidelineBody,GuidelineName,GuidelineVersion,GuidelineYear ,EntryDate,EntryBy,ModifiedDate,ModifiedBy,IsDeleted,DeleteDate,DeletedBy,,,,,,,,,,,,
279,NF1,,Breast,2,Imaging," Annual mammogram starting at age 30 y and consider breast MRI with contrast from ages 30-50 years. May be modified based on family history (typically beginning screening 5-10 years earlier than the youngest diagnosis in the family but not later than stated in the table) or specific gene pathogenic/likely pathogenic variant. At this time, there are no data to suggest an increased breast cancer risk after age 50 years. Consider possibility of false-positive MRI results due to presence of breast neurofibromas.
For women with pathogenic/likely pathogenic variants who are treated for breast cancer and have not had bilateral mastectomy, screening should continue as described.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
280,NF1,,Ovary,2,Screening,No established association.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
281,NF1,,Referral,0,Referral,Recommend referral to NF1 specialist for evaluation and management.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
282,NTHL1,Biallelic ,Colorectal,0,Endoscopy,"Begin high-quality colonoscopy at age 25-30 years and every 2-3 years if negative. If polyps are found, high-quality colonoscopy every 1-2 years with consideration of surgery if the polyp burden becomes unmanageable.
 Surgical evaluation if appropriate.
 
 The panel recognizes that data to support the surveillance recommendations for these particular genes are evolving at this time. Caution should be used when implementing final colonoscopy surveillance regimens in context of patient preferences and new knowledge that may emerge.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
283,PALB2,,Breast,2,Imaging,"Annual mammogram and breast MRI with contrast at 30 years. May be modified based on family history (typically beginning screening 5-10 years earlier than the youngest diagnosis in the family but not later than stated in the table) or specific gene pathogenic/likely pathogenic variant. For women with pathogenic/likely pathogenic variants who are treated for breast cancer and have not had bilateral mastectomy, screening should continue as described.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
284,PALB2,,Breast,2,Surgical Consideration,Discuss option of risk-reducing mastectomy.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
285,PALB2,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Consider RRSO at age >45 y. Risks and benefits of premature surgical menopause versus risk of cancer and family history should all be carefully considered, and the panel recommends patients seek expert care. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
286,PALB2,,Pancreas,0,Imaging,"Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in -1 first- or second-degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant.
 For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. 
Consider screening using annual contrast-enhanced MRI/MRCP and/or EUS, with consideration of shorter screening intervals, based on clinical judgment, for individuals found to have worrisome abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
287,PALB2,,Reproductive,0,Family Planning,"Counsel for risk of autosomal recessive condition in offspring. Fanconi anemia is characterized by developmental abnormalities in major organ systems, early-onset bone marrow failure, and a high predisposition to cancer. Bone marrow failure with pancytopenia often presents in the first decade of life. Pathogenic variants in PALB2 are associated with solid tumors, such as medulloblastomas and Wilms tumors.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
288,PMS2,,Pancreas,0,Screening,PMS2 carriers have not been shown to be at increased risk for pancreatic cancer. Patients with a family history of pancreatic cancer should be managed based on careful assessment and clinical judgement.,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
289,PMS2,,General,0,Cascade Testing,"Advise patients to tell relatives about possible inherited cancer risk, options for risk assessment and management. Recommend genetic counseling and consideration of genetic testing for at-risk relatives.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
290,PMS2,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Insufficient evidence exists to make a specific recommendation for RRSO for PMS2 pathogenic variant carriers. PMS2 pathogenic variant carriers appear to be at no greater than average risk for ovarian cancer, and may consider deferring surveillance and may reasonably elect not to have oophorectomy.
BSO may reduce the incidence of ovarian cancer. The decision to have a BSO as a risk-reducing option by women who have completed childbearing should be individualized and done with consultation with a gynecologist with expertise in LS. Timing of BSO should be individualized based on whether childbearing is complete, menopause status, comorbidities, family history, and LS gene, as risks for ovarian cancer vary by pathogenic variant. Estrogen replacement after premenopausal oophorectomy may be considered. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
291,PMS2,,Skin,0,Dermatologic Exam,"Frequency of malignant and benign skin tumors such as sebaceous adenocarcinomas, sebaceous adenomas, and keratoacanthomas has been reported to be increased among patients with Lynch syndrome, but cumulative lifetime risk and median age of presentation are uncertain. Further, an elevated risk of sebaceous tumors and keratoacanthoma has not been documented for PMS2 carriers. Consider skin exam every 1-2 years with a health care provider skilled in identifying Lynch syndrome-associated skin manifestations. Age to start surveillance is uncertain and can be individualized.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
292,POLD1,,Colorectal,0,Endoscopy,"Begin high-quality colonoscopy at age 25-30 years and every 2-3 years if negative. If polyps are found, high-quality colonoscopy every 1-2 years with consideration of surgery if the polyp burden becomes unmanageable.
 Surgical evaluation if appropriate.
 The panel recognizes that data to support the surveillance recommendations for these particular genes are evolving at this time. Caution should be used when implementing final colonoscopy surveillance regimens in context of patient preferences and new knowledge that may emerge.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
293,POLE,,Colorectal,0,Endoscopy,"Begin high-quality colonoscopy at age 25-30 years and every 2-3 years if negative. If polyps are found, high-quality colonoscopy every 1-2 years with consideration of surgery if the polyp burden becomes unmanageable.
 Surgical evaluation if appropriate.
 The panel recognizes that data to support the surveillance recommendations for these particular genes are evolving at this time. Caution should be used when implementing final colonoscopy surveillance regimens in context of patient preferences and new knowledge that may emerge.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
294,PTEN,,Body,0,Examination,"Annual comprehensive physical exam starting at age 18 years or 5 years before the youngest age of diagnosis of a component cancer in the family (whichever comes first), with particular attention to thyroid exam.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
295,PTEN,,Breast,2,Awareness,"Breast awareness starting at age 18 years.
Females should be familiar with their breasts and promptly report changes to their health care provider. Periodic, consistent BSE may facilitate breast self awareness. Premenopausal women may find BSE most informative when performed at the end of menses.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
296,PTEN,,Breast,2,Examination,"Clinical breast exam, every 6-12 months, starting at age 25 years or 5-10 years before the earliest known breast cancer in the family (whichever comes first).",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
297,PTEN,,Breast,2,Imaging," Annual mammography and breast MRI screening with contrast starting at age 35 years or 10 years before the earliest known breast cancer in the family (whichever comes first). he appropriateness of imaging modalities and scheduling is still under study. High-quality breast MRI limitations include having: a need for a dedicated breast coil, the ability to perform biopsy under MRI guidance by experienced radiologists in breast MRI, and regional availability. Breast MRI is preferably performed on days 7-15 of a menstrual cycle for premenopausal women. FDA identifies no harmful effects to date with brain retention of gadolinium-based contrast agents for MRIs; review to continue. 
Age >75 years, management should be considered on an individual basis. 
For individuals with a PTEN pathogenic/likely pathogenic variant who are treated for breast cancer, and have not had a bilateral mastectomy, screening with annual mammogram and breast MRI should continue as described above. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
298,PTEN,,Breast,2,Risk Reducing Mastectomy,"Discuss option of risk-reducing mastectomy in individuals with pathogenic/likely pathogenic variants identified. For those with clinical CS/PTHS syndrome, consideration of risk-reducing surgery should be based on family history. Counseling should include a discussion regarding degree of protection, reconstruction options, and risks. In addition, the family history and residual breast cancer risk with age and life expectancy should be considered during counseling. Address psychosocial and quality-of-life aspects of undergoing risk-reducing mastectomy.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
299,PTEN,,CNS,0,Examination,Consider psychomotor assessment in children at diagnosis and brain MRI if there are symptoms.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
300,PTEN,,Colorectal,0,Endoscopy,"Colonoscopy, starting at age 35 years unless symptomatic or if close relative with colon cancer before age 40 years, then start 5-10 years before the earliest known colon cancer in the family. Colonoscopy should be done every 5 years or more frequently if patient is symptomatic or polyps are found.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
301,PTEN,,General,0,Cascade Testing,Discussion of the importance of notifying family members and offering materials/resources for informing and testing at-risk family members. ,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
302,PTEN,,Kidney,0,Renal Ultrasound,"Consider renal ultrasound starting at age 40 years, then every 1-2 years.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
303,PTEN,,Ovary,2,Screening,No established association.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
304,PTEN,,Reproductive,0,Genetic Testing,"For patients of reproductive age, advise about options for prenatal diagnosis and assisted reproduction including pre-implantation genetic diagnosis. Discussion should include known risks, limitations, and benefits of these technologies",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
305,PTEN,,Skin,0,Dermatologic Exam,"There may be an increased risk of melanoma, and the prevalence of other skin characteristics with CS/PTHS may independently make routine dermatology evaluations of value. Annual dermatology exams are recommended.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
306,PTEN,,Thyroid,0,Imaging,Annual thyroid ultrasound starting at age 7 years. This may also be considered for children at 50% risk of inheriting a known P/LP variant whose parents wish to delay genetic testing until age 18 years.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
307,PTEN,,Uterine,2,Risk Reducing Hysterectomy,"Discuss option of hysterectomy upon completion of childbearing and counsel regarding degree of protection, extent of cancer risk, and reproductive desires. Risk of ovarian cancer is not elevated; therefore ovaries can be left in situ.
 Address psychosocial and quality-of-life aspects of undergoing risk-reducing hysterectomy.
Oophorectomy is not indicated for CS/PHTS alone.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
308,PTEN,,Uterine,2,Screening,"For endometrial cancer screening, consider starting by age 35 years. There are limited data regarding the lifetime risk of endometrial cancer in CS/PHTS. Surveillance screening and surgical intervention should be on an individual basis. 
Encourage patient education and prompt response to symptoms (e.g., abnormal bleeding). Patients are encouraged to keep a calendar in order to identify irregularities in their menstrual cycle. 
Because endometrial cancer can often be detected early based on symptoms, women should be educated regarding the importance of prompt reporting and evaluation of any abnormal uterine bleeding or postmenopausal bleeding. The evaluation of these symptoms should include endometrial biopsy. 
Endometrial cancer screening does not have proven benefit in women with CS/PHTS. However, endometrial biopsy is both highly sensitive and highly specific as a diagnostic procedure. Screening via endometrial biopsy every 1 to 2 years can be considered. 
Transvaginal ultrasound to screen for endometrial cancer in postmenopausal individuals has not been shown to be sufficiently sensitive or specific as to support a positive recommendation, but may be considered at the clinician's discretion. Transvaginal ultrasound is not recommended as a screening tool in premenopausal individuals due to the wide range of endometrial stripe thickness throughout the normal menstrual cycle.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
309,RAD51C,,Breast,2,Imaging,Annual mammogram and consider breast MRI with contrast starting at age 40 y. ,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
310,RAD51C,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Recommend RRSO at 45-50 y. Risks and benefits of premature surgical menopause versus risk of cancer and family history should all be carefully considered, and the panel recommends patients seek expert care. Based on estimates from available studies, the lifetime risk of ovarian cancer in carriers of pathogenic/likely pathogenic variants in RAD51C appears to be sufficient to justify consideration of RRSO. The current evidence is insufficient to make a firm recommendation as to the optimal age for this procedure. Based on the current, limited evidence base, a discussion about surgery should be held around age 45-50 years or earlier based on a specific family history of an earlier onset ovarian cancer.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
311,RAD51C,,Reproductive,0,Family Planning,"Counsel for risk of autosomal recessive condition in offspring. Fanconi anemia is characterized by developmental abnormalities in major organ systems, early-onset bone marrow failure, and a high predisposition to cancer. Bone marrow failure with pancytopenia often presents in the first decade of life.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
312,RAD51D,,Breast,2,Imaging,Annual mammogram and consider breast MRI with contrast starting at age 40 y. ,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
313,RAD51D,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Recommend RRSO at 45-50 y. Risks and benefits of premature surgical menopause versus risk of cancer and family history should all be carefully considered, and the panel recommends patients seek expert care. Based on estimates from available studies, the lifetime risk of ovarian cancer in carriers of pathogenic/likely pathogenic variants in RAD51D appears to be sufficient to justify consideration of RRSO. The current evidence is insufficient to make a firm recommendation as to the optimal age for this procedure. Based on the current, limited evidence base, a discussion about surgery should be held around age 45-50 years or earlier based on a specific family history of an earlier onset ovarian cancer.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
314,RECQL,,Breast,2,Screening,"RECQL is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
315,RET,,Endocrine,0,Imaging,"Surveillance starting by age 11 years for children in the American Thyroid Association high risk (ATA-H) and highest risk (ATA-HST) categories and by age 16 years in children in the ATA-moderate risk (ATA-MOD) category: Adrenal imaging with CT or MRI is indicated in patients with positive biochemical results.

Wells SA Jr, Asa SL, Dralle H, et al. Revised American Thyroid Association guidelines for the mamagement of medullary thyroid carcinoma. Thyroid 2015;25:567-610. ",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
316,RET,,Endocrine,0,Screening,"Surveillance starting by age 11 years for children in the American Thyroid Association high risk (ATA-H) and highest risk (ATA-HST) categories and by age 16 years in children in the ATA-moderate risk (ATA-MOD) category: Annual measurement of plasma free metanephrines or 24-hour urine for fractionated metanephrines.

Wells SA Jr, Asa SL, Dralle H, et al. Revised American Thyroid Association guidelines for the mamagement of medullary thyroid carcinoma. Thyroid 2015;25:567-610. ",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
317,RET,,Endocrine,0,Surgical Management,Patients with multiple endocrine neoplasia type 2 have an appreciable risk for bilateral tumors. Consideration should be given to cortical-sparing adrenalectomy.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
318,RET,,Parathyroid,0,Screening,"Measure serum calcium levels annually If calcium elevated, measure PTH and 25-OH vitamin D levels and obtain imaging via neck ultrasound, parathyroid sestamibi with SPECT scan, or 4D-CT.Preference of scan will depend on institutional practice/protocol. Sestamibi may not be as sensitive since often the patient has hyperplasia.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
319,RET,,Parathyroid,0,Surgical Management,"Parathyroidectomy Subtotal parathyroidectomy is recommended when all the parathyroid glands are abnormal. Some thyroid surgeons recommend total parathyroidectomy with parathyroid autotransplantation, but others believe the risk of hypoparathyroidism (~6%) is too high to warrant this procedure.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
320,RET,,Thyroid,0,Imaging,"Central and lateral neck comparments ultrasound, if not previously done. Consider neck CT with contrast if indicated. ",NCCN,Thyroid Carcinoma,2.2022,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
321,RET,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
322,NF1,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
323,VHL,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
324,SDHB,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
325,SDHA,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
326,SDHAF2,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
327,SDHD,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
328,SDHC,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
329,TMEM127,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
330,MAX,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
331,FH,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
332,MDH2,,Endocrine,0,Education,Consider medical alert ID for hormonally secreting pheochromocytomas and paragangliomas in situ or metastatic disease.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,44853,Krista Ortega,,,,,,,,,,,,,,,,,
333,NF1,,Endocrine,0,Imaging,"As appropriate, if metastatic or multifocal disease suspected: 
Abdominal/ Pelvic multiphasic CT or MRI 
SSTR-PET/CT or SSTR-PET/MRI For cervical paraganglioma, consider measuring serum and/or 24-hour urine fractionated catecholamines (for dopamine). PET/CT or PET/MRI of skull base to mid-thigh with IV contrast when possible. SSTR PET tracers include: 68Ga-DOTATATE, 64Cu-DOTATATE, and 68a-DOTATOC.
FDG-PET/CT (skull base to mid-thigh)Chest CT with or without contrast 
MIBG scan with SPECT/CT Data are limited on the optimal timing of scans following administration of somatostatin analogs. MIBG scans are less sensitive than FDG-PET and 68Ga-dotatate for metastatic and multifocal paragangliomas/pheochromocytomas. Obtain MIBG scan if considering treatment with I131-MIBG.

 Data on the role of functional imaging in pheochromocytoma/paraganglioma are evolving and the preferred method remains unclear.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
334,VHL,,Endocrine,0,Imaging,"As appropriate, if metastatic or multifocal disease suspected: 
Abdominal/ Pelvic multiphasic CT or MRI 
SSTR-PET/CT or SSTR-PET/MRI For cervical paraganglioma, consider measuring serum and/or 24-hour urine fractionated catecholamines (for dopamine). PET/CT or PET/MRI of skull base to mid-thigh with IV contrast when possible. SSTR PET tracers include: 68Ga-DOTATATE, 64Cu-DOTATATE, and 68a-DOTATOC.
FDG-PET/CT (skull base to mid-thigh)Chest CT with or without contrast 
MIBG scan with SPECT/CT Data are limited on the optimal timing of scans following administration of somatostatin analogs. MIBG scans are less sensitive than FDG-PET and 68Ga-dotatate for metastatic and multifocal paragangliomas/pheochromocytomas. Obtain MIBG scan if considering treatment with I131-MIBG.

 Data on the role of functional imaging in pheochromocytoma/paraganglioma are evolving and the preferred method remains unclear.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,44853,Krista Ortega,,,,,,,,,,,,,,,,,
335,SDHB,,Endocrine,0,Imaging,"As appropriate, if metastatic or multifocal disease suspected: 
Abdominal/ Pelvic multiphasic CT or MRI 
SSTR-PET/CT or SSTR-PET/MRI 
For cervical paraganglioma, consider measuring serum and/or 24-hour urine fractionated catecholamines (for dopamine). PET/CT or PET/MRI of skull base to mid-thigh with IV contrast when possible. SSTR PET tracers include: 68Ga-DOTATATE, 64Cu-DOTATATE, and 68a-DOTATOC.
FDG-PET/CT (skull base to mid-thigh)Chest CT with or without contrast 
MIBG scan with SPECT/CT 
  Data are limited on the optimal timing of scans following administration of somatostatin analogs. MIBG scans are less sensitive than FDG-PET and 68Ga-dotatate for metastatic and multifocal paragangliomas/pheochromocytomas. Obtain MIBG scan if considering treatment with I131-MIBG.

 Data on the role of functional imaging in pheochromocytoma/paraganglioma are evolving and the preferred method remains unclear.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
336,SDHA,,Endocrine,0,Imaging,"As appropriate, if metastatic or multifocal disease suspected: 
Abdominal/ Pelvic multiphasic CT or MRI 
SSTR-PET/CT or SSTR-PET/MRI For cervical paraganglioma, consider measuring serum and/or 24-hour urine fractionated catecholamines (for dopamine). PET/CT or PET/MRI of skull base to mid-thigh with IV contrast when possible. SSTR PET tracers include: 68Ga-DOTATATE, 64Cu-DOTATATE, and 68a-DOTATOC.
FDG-PET/CT (skull base to mid-thigh)Chest CT with or without contrast 
MIBG scan with SPECT/CT Data are limited on the optimal timing of scans following administration of somatostatin analogs. MIBG scans are less sensitive than FDG-PET and 68Ga-dotatate for metastatic and multifocal paragangliomas/pheochromocytomas. Obtain MIBG scan if considering treatment with I131-MIBG.

 Data on the role of functional imaging in pheochromocytoma/paraganglioma are evolving and the preferred method remains unclear.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
337,SDHAF2,,Endocrine,0,Imaging,"As appropriate, if metastatic or multifocal disease suspected: 
Abdominal/ Pelvic multiphasic CT or MRI 
SSTR-PET/CT or SSTR-PET/MRI 
For cervical paraganglioma, consider measuring serum and/or 24-hour urine fractionated catecholamines (for dopamine). PET/CT or PET/MRI of skull base to mid-thigh with IV contrast when possible. SSTR PET tracers include: 68Ga-DOTATATE, 64Cu-DOTATATE, and 68a-DOTATOC.
FDG-PET/CT (skull base to mid-thigh)Chest CT with or without contrast 
MIBG scan with SPECT/CT 
  Data are limited on the optimal timing of scans following administration of somatostatin analogs. MIBG scans are less sensitive than FDG-PET and 68Ga-dotatate for metastatic and multifocal paragangliomas/pheochromocytomas. Obtain MIBG scan if considering treatment with I131-MIBG.
Cross-sectional imaging of skull base to pelvis every 2–3 years. Whole body MRI (if available) or other non-radiation–containing imaging procedures. If whole body MRI not available, may consider abdominal MRI, skull base and neck MRI, and chest CT. Available data suggest that patients with SDHAF2 mutations are primarily at risk for head and neck tumors and patients with MAX mutations are primarily at risk for adrenal tumors. Therefore, consideration can be given to more targeted imaging in these cohorts.
 Data on the role of functional imaging in pheochromocytoma/paraganglioma are evolving and the preferred method remains unclear.",NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
